0.65 0.0114151
0.637 0.0110659
0.624 0.010717
0.611 0.0103687
0.598 0.0100213
0.585 0.00967498
0.572 0.00933006
0.559 0.00898684
0.546 0.00864556
0.533 0.00830657
0.52 0.00797013
0.507 0.00763653
0.494 0.00730611
0.481 0.00697913
0.468 0.00665595
0.455 0.00633684
0.442 0.00602214
0.429 0.00571216
0.416 0.00540722
0.403 0.00510761
0.39 0.00481368
0.377 0.00452573
0.364 0.00424407
0.351 0.00396908
0.338 0.00370089
0.325 0.00343998
0.312 0.00318664
0.299 0.00294101
0.286 0.00270354
0.273 0.00247447
0.26 0.00225406
0.247 0.00204263
0.234 0.00184029
0.221 0.00164747
0.208 0.00146426
0.195 0.00129109
0.182 0.00112798
0.169 0.000975224
0.156 0.000833072
0.143 0.00070147
0.13 0.000580906
0.117 0.000471293
0.104 0.00037301
0.091 0.000285887
0.078 0.000210217
0.065 0.000146099
0.052 9.34781e-05
0.039 5.24886e-05
0.026 2.32526e-05
0.013 5.84446e-06
4.3e-07 6.21586e-08
