0.999996 0.7  7.29581e-07    0.00823975  -0.000303624
0.999866 0.7  1.71502e-06    0.0082398  -0.000304094
0.998158 0.7  1.86118e-06    0.00824115  -0.000303778
0.986958 0.7  2.24952e-06    0.00825228  -0.000308894
0.945301 0.7  8.12563e-07    0.00828585  -0.000308595
0.850384 0.7  1.28877e-06    0.0083664  -0.000317071
0.812639 0.7  7.29749e-07    0.00839757  -0.000318751
0.767537 0.7  -4.02096e-07    0.00843518  -0.000318139
0.714603 0.7  -3.71886e-06    0.00848305  -0.000327852
0.653681 0.7  -7.0163e-06    0.00853545  -0.000329902
0.585018 0.7  1.57659e-06    0.00859264  -0.000332293
0.509283 0.7  1.62443e-06    0.00865815  -0.000335689
0.427546 0.7  1.60342e-06    0.00873066  -0.000343528
0.341191 0.7  1.59019e-06    0.00880657  -0.000347988
0.251797 0.7  1.59259e-06    0.00888552  -0.000352928
0.161006 0.7  1.4265e-06    0.00896521  -0.000355472
0.0704001 0.7  1.11481e-06    0.0090458  -0.000361517
-0.0185957 0.7  1.02828e-06    0.00912237  -0.000361647
-0.104773 0.7  4.26369e-07    0.00919394  -0.000362158
-0.143063 0.7  5.41413e-06    0.00921844  -0.000354988
-0.223473 0.7  1.45166e-06    0.00927928  -0.000345639
-0.299153 0.7  7.03817e-07    0.00933785  -0.000340323
-0.369727 0.7  -3.20839e-07    0.00939183  -0.000332236
-0.435011 0.7  -9.72201e-07    0.00944281  -0.000327486
-0.494977 0.7  -1.10353e-06    0.00948903  -0.000318708
-0.549721 0.7  -2.03367e-06    0.00953322  -0.000316823
-0.599431 0.7  -1.95066e-06    0.00957116  -0.000309501
-0.644358 0.7  -2.83821e-06    0.00961019  -0.000311532
-0.684799 0.7  -2.69008e-06    0.00963981  -0.000302737
-0.721071 0.7  -3.01936e-06    0.0096685  -0.000299026
-0.753504 0.7  -3.33047e-06    0.00969636  -0.00029954
-0.782426 0.7  -3.41177e-06    0.00971605  -0.000289868
-0.808156 0.7  -4.22866e-06    0.00974195  -0.000298287
-0.830999 0.7  -1.31634e-05    0.00975641  -0.000284995
-0.851242 0.7  -1.15302e-05    0.0097782  -0.000294195
-0.911262 0.7  -4.31102e-06    0.00982154  -0.000279988
-0.95391 0.7  -4.86658e-06    0.00985882  -0.000281223
-0.979831 0.7  -1.55292e-05    0.00988187  -0.000278423
-0.992858 0.7  -9.51662e-06    0.00989227  -0.000279208
-0.998055 0.7  -6.50754e-06    0.00989432  -0.000274855
