0.999997 0.5  1.1122e-05    0.00960191  -0.00144692
0.9999 0.5  1.1162e-05    0.00960226  -0.00144733
0.998617 0.5  1.1271e-05    0.00960323  -0.00144772
0.990176 0.5  1.17979e-05    0.00960951  -0.00144889
0.958366 0.5  1.19107e-05    0.00963401  -0.00145555
0.883506 0.5  4.20465e-06    0.00969207  -0.00146841
0.852849 0.5  1.18977e-05    0.00971626  -0.00147483
0.815581 0.5  1.11008e-05    0.00974551  -0.0014818
0.770981 0.5  9.6909e-06    0.00978069  -0.00148866
0.718546 0.5  7.55926e-06    0.00982353  -0.00149912
0.658088 0.5  4.06925e-06    0.009873  -0.0015098
0.589817 0.5  1.19316e-05    0.00992924  -0.0015223
0.51437 0.5  1.21861e-05    0.00999289  -0.00153621
0.432792 0.5  1.22588e-05    0.0100639  -0.0015536
0.346456 0.5  1.24001e-05    0.0101388  -0.0015688
0.256944 0.5  1.24729e-05    0.0102191  -0.00158705
0.165913 0.5  1.23988e-05    0.010302  -0.00160506
0.0749692 0.5  1.25403e-05    0.0103862  -0.00162344
-0.0144334 0.5  1.24232e-05    0.0104707  -0.00164199
-0.0545572 0.5  1.79852e-05    0.0105061  -0.00164948
-0.139559 0.5  1.44347e-05    0.0105859  -0.00166663
-0.22043 0.5  1.42096e-05    0.0106625  -0.00168277
-0.296551 0.5  1.42341e-05    0.010736  -0.00169862
-0.367534 0.5  1.40718e-05    0.0108051  -0.00171336
-0.433187 0.5  1.40775e-05    0.0108698  -0.00172713
-0.493477 0.5  1.42153e-05    0.0109296  -0.0017395
-0.548501 0.5  1.42492e-05    0.0109852  -0.00175209
-0.598448 0.5  1.41474e-05    0.0110361  -0.00176322
-0.643573 0.5  1.42516e-05    0.011082  -0.00177288
-0.684177 0.5  1.42656e-05    0.0111236  -0.00178156
-0.720582 0.5  1.4404e-05    0.0111615  -0.00179017
-0.753123 0.5  1.44438e-05    0.0111955  -0.00179793
-0.78213 0.5  1.44664e-05    0.0112255  -0.00180384
-0.807928 0.5  1.45108e-05    0.0112525  -0.00180976
-0.830825 0.5  4.83592e-06    0.011277  -0.00181508
-0.898894 0.5  1.49453e-05    0.0113485  -0.00183045
-0.94742 0.5  1.48411e-05    0.0114005  -0.00184192
-0.976973 0.5  1.48872e-05    0.0114321  -0.00184873
-0.991843 0.5  1.00653e-05    0.0114483  -0.00185234
-0.997778 0.5  1.34931e-05    0.0114546  -0.00185381
