0.999997 0.35  3.00701e-06    0.0103075  0.0016294
0.999916 0.35  3.11279e-06    0.0103074  0.00162965
0.998847 0.35  3.18632e-06    0.0103083  0.00163036
0.991803 0.35  3.57733e-06    0.0103154  0.00162902
0.965084 0.35  3.8702e-06    0.0103391  0.00163186
0.901175 0.35  -1.20157e-06    0.0103977  0.00163611
0.874601 0.35  3.72969e-06    0.0104227  0.0016382
0.841995 0.35  3.23463e-06    0.0104534  0.00163971
0.802556 0.35  2.2761e-06    0.0104905  0.00164283
0.755624 0.35  6.16207e-07    0.0105351  0.00164604
0.70079 0.35  -2.14428e-06    0.0105877  0.00165056
0.637986 0.35  -6.33631e-06    0.0106481  0.00165694
0.567556 0.35  2.91622e-06    0.0107188  0.00166148
0.490263 0.35  2.80242e-06    0.0107961  0.00166861
0.407258 0.35  2.68348e-06    0.0108803  0.00167643
0.319981 0.35  2.5316e-06    0.0109697  0.00168613
0.230037 0.35  2.34082e-06    0.0110637  0.00169497
0.139065 0.35  2.09394e-06    0.0111591  0.00170693
0.0486239 0.35  1.75984e-06    0.0112546  0.00172027
0.0077258 0.35  7.42919e-06    0.0113084  0.00171119
-0.0795179 0.35  4.062e-06    0.0114107  0.00171185
-0.163243 0.35  3.94769e-06    0.0115105  0.00171093
-0.24266 0.35  3.90555e-06    0.0116052  0.00171258
-0.317222 0.35  3.94308e-06    0.0116954  0.0017131
-0.3866 0.35  3.95904e-06    0.0117797  0.00171368
-0.450647 0.35  3.95815e-06    0.0118575  0.00171612
-0.509371 0.35  4.07575e-06    0.0119298  0.0017166
-0.562893 0.35  4.13673e-06    0.0119956  0.00171816
-0.611421 0.35  4.15705e-06    0.0120555  0.00171922
-0.655222 0.35  4.29133e-06    0.0121103  0.00171901
-0.694601 0.35  4.32313e-06    0.0121596  0.00171918
-0.729884 0.35  4.33428e-06    0.0122038  0.00171957
-0.761401 0.35  4.42023e-06    0.0122427  0.00172175
-0.789483 0.35  4.52433e-06    0.0122779  0.00172245
-0.814446 0.35  4.5008e-06    0.0123093  0.00172312
-0.888873 0.35  5.01144e-06    0.0124024  0.00172658
-0.942124 0.35  4.99914e-06    0.0124705  0.00172537
-0.974631 0.35  4.92969e-06    0.0125113  0.00172709
-0.99101 0.35  -3.61592e-07    0.0125317  0.00172789
-0.997551 0.35  3.48582e-06    0.0125402  0.00172817
