0.999997 0.45  1.13462e-05    0.00972029  -0.00131622
0.999906 0.45  1.14237e-05    0.00972015  -0.00131599
0.998704 0.45  1.15288e-05    0.00972142  -0.00131668
0.99079 0.45  1.20216e-05    0.00972754  -0.00131773
0.960894 0.45  1.22392e-05    0.00975103  -0.00132223
0.890105 0.45  5.31635e-06    0.00980841  -0.0013349
0.860951 0.45  1.21295e-05    0.00983216  -0.0013401
0.825387 0.45  1.15191e-05    0.00986122  -0.00134569
0.782659 0.45  1.03428e-05    0.009897  -0.00135388
0.732202 0.45  8.32316e-06    0.00993946  -0.0013626
0.673743 0.45  4.99383e-06    0.00998891  -0.00137236
0.607392 0.45  1.1943e-05    0.0100467  -0.00138528
0.533678 0.45  1.20382e-05    0.0101112  -0.00139826
0.453551 0.45  1.20824e-05    0.0101826  -0.00141234
0.368309 0.45  1.22148e-05    0.0102602  -0.00142856
0.279493 0.45  1.22768e-05    0.0103418  -0.00144399
0.188747 0.45  1.2199e-05    0.0104269  -0.00146066
0.0976977 0.45  1.22067e-05    0.0105135  -0.00147716
0.00784078 0.45  1.21413e-05    0.0106004  -0.0014938
-0.032593 0.45  1.76789e-05    0.0106404  -0.00150363
-0.118456 0.45  1.41639e-05    0.0107257  -0.00152165
-0.200391 0.45  1.40925e-05    0.010808  -0.00153896
-0.277718 0.45  1.40636e-05    0.0108868  -0.00155565
-0.349994 0.45  1.40652e-05    0.0109612  -0.00157143
-0.416979 0.45  1.4068e-05    0.0110308  -0.00158587
-0.478605 0.45  1.41845e-05    0.0110954  -0.00159943
-0.534936 0.45  1.42519e-05    0.0111553  -0.00161249
-0.58614 0.45  1.42489e-05    0.0112096  -0.00162366
-0.632458 0.45  1.43999e-05    0.0112594  -0.00163432
-0.674178 0.45  1.44819e-05    0.0113042  -0.00164342
-0.711619 0.45  1.44695e-05    0.0113448  -0.00165229
-0.745113 0.45  1.45274e-05    0.0113813  -0.00165998
-0.774991 0.45  1.45986e-05    0.0114138  -0.00166663
-0.80158 0.45  1.46412e-05    0.0114432  -0.00167326
-0.825191 0.45  1.4702e-05    0.011469  -0.00167836
-0.895453 0.45  1.51441e-05    0.0115468  -0.00169516
-0.945603 0.45  1.51073e-05    0.0116024  -0.00170644
-0.97617 0.45  1.50972e-05    0.0116368  -0.00171439
-0.991558 0.45  1.02845e-05    0.0116538  -0.00171741
-0.9977 0.45  1.37525e-05    0.0116608  -0.0017191
