0.999998 0.3  1.68423e-05    0.0089415  -0.00145291
0.999921 0.3  1.69268e-05    0.00894146  -0.00145274
0.998907 0.3  1.69944e-05    0.00894248  -0.00145326
0.992229 0.3  1.74033e-05    0.00894798  -0.00145439
0.966853 0.3  1.7756e-05    0.00896867  -0.00145842
0.905894 0.3  1.34103e-05    0.00901807  -0.00146735
0.880444 0.3  1.7728e-05    0.00904002  -0.00147243
0.849138 0.3  1.73441e-05    0.00906614  -0.00147747
0.811159 0.3  1.6526e-05    0.009098  -0.00148355
0.765814 0.3  1.5036e-05    0.00913626  -0.00149073
0.712636 0.3  1.25582e-05    0.00918144  -0.00149901
0.651483 0.3  8.70544e-06    0.00923377  -0.00150835
0.582612 0.3  1.70703e-05    0.00929567  -0.00152149
0.506703 0.3  1.70502e-05    0.00936302  -0.00153399
0.424829 0.3  1.70016e-05    0.00943653  -0.00154741
0.338377 0.3  1.69165e-05    0.00951491  -0.00156117
0.248925 0.3  1.67858e-05    0.00959684  -0.00157516
0.15811 0.3  1.66026e-05    0.00968065  -0.00158878
0.0675089 0.3  1.63625e-05    0.00976481  -0.00160183
0.0264427 0.3  2.22142e-05    0.00981583  -0.00162221
-0.0613498 0.3  1.9097e-05    0.00990905  -0.00164679
-0.145831 0.3  1.92197e-05    0.00999995  -0.00167096
-0.226161 0.3  1.93769e-05    0.0100869  -0.00169376
-0.301743 0.3  1.9559e-05    0.0101691  -0.00171517
-0.372203 0.3  1.97567e-05    0.0102461  -0.00173506
-0.437361 0.3  1.99617e-05    0.0103176  -0.0017533
-0.497192 0.3  2.01678e-05    0.0103834  -0.00177012
-0.551793 0.3  2.03689e-05    0.0104436  -0.00178534
-0.601357 0.3  2.05626e-05    0.0104985  -0.00179925
-0.646138 0.3  2.07445e-05    0.0105481  -0.00181169
-0.686434 0.3  2.09144e-05    0.0105929  -0.00182302
-0.722566 0.3  2.10705e-05    0.010633  -0.00183304
-0.754863 0.3  2.12136e-05    0.010669  -0.00184213
-0.783657 0.3  2.13433e-05    0.0107011  -0.0018501
-0.809266 0.3  2.14603e-05    0.0107297  -0.00185734
-0.885694 0.3  2.21419e-05    0.0108151  -0.00187872
-0.94044 0.3  2.22124e-05    0.0108764  -0.00189409
-0.973886 0.3  2.22842e-05    0.0109139  -0.00190332
-0.990745 0.3  1.67491e-05    0.0109317  -0.00190689
-0.997478 0.3  2.07644e-05    0.0109401  -0.00190965
