0.999997 0.55  -1.3881e-06    0.0101952  0.000425101
0.999892 0.55  -1.06014e-06    0.0101949  0.000425797
0.998516 0.55  -7.70698e-07    0.0101971  0.00042327
0.989471 0.55  -2.97477e-07    0.0102043  0.0004224
0.955475 0.55  -4.39807e-07    0.0102302  0.000423189
0.876025 0.55  -9.49029e-06    0.0102967  0.000414727
0.843696 0.55  -4.80102e-07    0.0103219  0.000413886
0.804546 0.55  -1.5764e-06    0.010355  0.000410392
0.757901 0.55  -3.24088e-06    0.0103937  0.000408129
0.703328 0.55  -5.97526e-06    0.0104393  0.000407715
0.640737 0.55  -9.4921e-06    0.0104942  0.0004033
0.570451 0.55  -3.44185e-07    0.0105549  0.000397809
0.493219 0.55  -5.00767e-07    0.0106244  0.000392222
0.410185 0.55  -2.58955e-07    0.0106999  0.000387671
0.322792 0.55  -4.20414e-07    0.0107814  0.000380306
0.232659 0.55  -1.6042e-07    0.010866  0.000376925
0.141445 0.55  -1.34883e-07    0.010955  0.000368152
0.0507279 0.55  -1.89457e-07    0.0110443  0.000362115
-0.0380883 0.55  -2.13497e-07    0.0111328  0.000357241
-0.0778403 0.55  4.91627e-06    0.011167  0.000358205
-0.161846 0.55  1.3773e-06    0.0112479  0.00035565
-0.241523 0.55  9.6476e-07    0.0113256  0.00035335
-0.316317 0.55  8.95136e-07    0.0114007  0.000349224
-0.385895 0.55  5.66732e-07    0.0114698  0.000348313
-0.450113 0.55  6.22616e-07    0.0115344  0.000347867
-0.508977 0.55  3.38566e-07    0.0115966  0.000341731
-0.562613 0.55  2.91745e-07    0.0116513  0.000342657
-0.61123 0.55  3.86928e-07    0.011703  0.000338719
-0.655102 0.55  1.16932e-07    0.0117497  0.000336715
-0.694534 0.55  2.11876e-07    0.0117909  0.00033615
-0.729857 0.55  9.13096e-08    0.0118296  0.000333597
-0.761403 0.55  3.60269e-07    0.0118623  0.000334753
-0.789505 0.55  2.5237e-07    0.011894  0.000331219
-0.814481 0.55  2.91711e-09    0.0119215  0.000329609
-0.836637 0.55  -8.998e-06    0.0119469  0.00032678
-0.902437 0.55  2.39735e-07    0.0120183  0.000324347
-0.949287 0.55  2.78055e-07    0.0120698  0.000324227
-0.977797 0.55  2.23065e-07    0.0121016  0.000322833
-0.992137 0.55  -4.57711e-06    0.0121174  0.000323027
-0.997858 0.55  -1.09306e-06    0.0121236  0.000323155
