0.3  -8.28004e-06 0.000199815 0.00684749 4.25658e-06 0.00748756 -0.00123924
0.32  -4.80999e-06 0.000232421 0.00690417 9.68956e-06 0.00765171 -0.00145477
0.34  -3.84794e-06 0.000215351 0.00709013 9.61175e-06 0.00778185 -0.0013439
0.36  -3.15158e-06 0.00019792 0.00726121 9.24789e-06 0.00789588 -0.00123043
0.38  -2.56617e-06 0.000180201 0.00741694 8.75687e-06 0.00799356 -0.00111485
0.4  -2.02472e-06 0.000162211 0.00755704 8.20665e-06 0.00807468 -0.000997326
0.42  -3.18498e-06 0.000196868 0.00751758 9.11899e-06 0.00814995 -0.00122863
0.44  -2.68747e-06 0.00017867 0.00762147 8.51075e-06 0.00819423 -0.00110999
0.46  -2.17606e-06 0.000160134 0.00770705 7.89675e-06 0.00821906 -0.000988989
0.48  -1.66979e-06 0.000141169 0.00777387 7.25273e-06 0.00822369 -0.000865007
0.5  -1.03636e-06 0.000121441 0.00782128 6.68635e-06 0.00820653 -0.000736545
0.52  -2.43995e-06 0.000155291 0.00767764 7.33484e-06 0.00817393 -0.000958017
0.54  -1.65453e-06 0.000132956 0.00768191 6.71036e-06 0.00810697 -0.000820877
0.56  -1.78169e-06 0.000115116 0.00765047 5.51477e-06 0.00801653 -0.000702045
0.58  -8.91456e-07 9.18102e-05 0.00759899 4.99425e-06 0.00788852 -0.000549233
0.6  -1.0137e-06 7.22444e-05 0.00750548 3.66746e-06 0.00773149 -0.000424185
0.62  -2.32157e-06 9.72272e-05 0.0072163 3.80692e-06 0.00752671 -0.000598438
0.64  -1.89335e-06 7.12677e-05 0.00703962 2.63073e-06 0.00726599 -0.000433528
0.66  -9.44174e-07 4.33695e-05 0.00680142 1.84644e-06 0.00693781 -0.00025779
0.68  -1.7423e-07 1.38355e-05 0.00648122 7.93059e-07 0.00652192 -6.98522e-05
