0.3  -0.000254801 0.00511076 0.0497052 3.15372e-05 0.0673274 -0.0372139
0.32  -0.000241165 0.00490952 0.0474408 3.44685e-05 0.0643483 -0.0356568
0.34  -0.000230077 0.00468471 0.0451505 3.29813e-05 0.0612822 -0.0340167
0.36  -0.000219781 0.00446987 0.0429094 3.11311e-05 0.0583043 -0.0324699
0.38  -0.000208619 0.00423501 0.0407508 2.89758e-05 0.0553416 -0.0307854
0.4  -0.000196958 0.00399396 0.0386071 2.70753e-05 0.0523689 -0.0290393
0.42  -0.000186182 0.00377322 0.0364366 2.54757e-05 0.0494376 -0.0274333
0.44  -0.000176142 0.00362222 0.0342866 2.75301e-05 0.0467496 -0.0262575
0.46  -0.000165873 0.00340687 0.0321947 2.56181e-05 0.0439194 -0.024708
0.48  -0.000155122 0.00318233 0.0301321 2.37018e-05 0.0410857 -0.023087
0.5  -0.000144687 0.00296598 0.0280619 2.19645e-05 0.0382714 -0.0215199
0.52  -0.000134811 0.00276115 0.0260053 2.03081e-05 0.0355106 -0.0200375
0.54  -0.000124988 0.00261163 0.023994 2.21962e-05 0.0329676 -0.0188776
0.56  -0.000115022 0.00240228 0.0220235 2.03444e-05 0.0302785 -0.0173675
0.58  -0.000105155 0.00219484 0.0200717 1.85105e-05 0.0276143 -0.0158697
0.6  -9.56176e-05 0.00199375 0.0181456 1.67027e-05 0.0249976 -0.0144181
0.62  -8.63356e-05 0.00179629 0.0162654 1.4832e-05 0.0224399 -0.0129948
0.64  -7.72014e-05 0.00165169 0.0144301 1.62524e-05 0.0200919 -0.0118796
0.66  -6.82691e-05 0.00145393 0.0126438 1.39685e-05 0.0176287 -0.0104615
0.68  -5.96501e-05 0.00125701 0.0109091 1.1382e-05 0.0152213 -0.00905549
