0.3  -0.000197617 0.00396745 0.0379144 2.48029e-05 0.0515894 -0.0288669
0.32  -0.000187738 0.00380121 0.0359293 2.57461e-05 0.0490173 -0.0275956
0.34  -0.000178989 0.0035981 0.0340085 2.30372e-05 0.0463991 -0.0261292
0.36  -0.00017039 0.00339982 0.0321406 2.04518e-05 0.0438503 -0.0246976
0.38  -0.00016188 0.00320536 0.0303115 1.79958e-05 0.0413532 -0.0232931
0.4  -0.000153476 0.00301462 0.0285126 1.56465e-05 0.0388991 -0.021915
0.42  -0.000145058 0.0028694 0.0267464 1.62855e-05 0.0366191 -0.0208
0.44  -0.000136814 0.00268367 0.0250009 1.40526e-05 0.0342358 -0.019459
0.46  -0.000128712 0.00250043 0.0232802 1.18269e-05 0.0318855 -0.0181348
0.48  -0.000120783 0.0023199 0.021584 9.56182e-06 0.0295697 -0.016833
0.5  -0.000113303 0.00214223 0.0199147 7.03982e-06 0.0272896 -0.0155471
0.52  -0.000105947 0.00200716 0.0182761 7.14578e-06 0.0251737 -0.0145125
0.54  -9.84308e-05 0.00183619 0.0166607 5.05516e-06 0.0229698 -0.013272
0.56  -8.06096e-05 0.0016694 0.0150733 1.34902e-05 0.0208088 -0.0120643
0.58  -7.23438e-05 0.00150351 0.0135242 1.23819e-05 0.0186905 -0.0108691
0.6  -6.44022e-05 0.00134722 0.0119971 1.16335e-05 0.0166221 -0.00972042
0.62  -5.67899e-05 0.00124076 0.010489 1.36703e-05 0.0147329 -0.00888274
0.64  -4.91679e-05 0.00110982 0.00897872 1.41646e-05 0.0127634 -0.00789578
0.66  -4.16702e-05 0.00101244 0.0073999 1.67477e-05 0.0108291 -0.00709968
0.68  -3.35252e-05 0.000958142 0.00565322 2.2871e-05 0.008858 -0.00654019
