0.3  -5.25609e-06 0.00027063 0.00886058 1.17457e-05 0.00972669 -0.00167487
0.32  -5.85085e-06 0.000313623 0.00891502 1.37313e-05 0.00992311 -0.00196032
0.34  -5.20672e-06 0.000293037 0.00914345 1.31173e-05 0.0100844 -0.00182728
0.36  -4.52009e-06 0.000270918 0.00935781 1.24573e-05 0.0102264 -0.00168347
0.38  -3.84061e-06 0.000247832 0.00955344 1.17286e-05 0.0103466 -0.00153382
0.4  -3.38593e-06 0.000226714 0.00972667 1.08986e-05 0.0104507 -0.00139638
0.42  -4.91101e-06 0.000271383 0.00967612 1.20495e-05 0.0105479 -0.00169376
0.44  -4.31897e-06 0.000247975 0.00981336 1.12135e-05 0.0106086 -0.00154205
0.46  -3.53944e-06 0.000224577 0.00992602 1.05766e-05 0.0106445 -0.00138865
0.48  -2.98832e-06 0.000200821 0.0100156 9.68567e-06 0.0106562 -0.00123353
0.5  -2.32237e-06 0.000177296 0.0100828 8.9121e-06 0.0106467 -0.00108178
0.52  -3.76466e-06 0.000220733 0.00991286 1.00636e-05 0.0106207 -0.00137231
0.54  -2.98579e-06 0.000195134 0.00992918 9.29114e-06 0.010553 -0.00120474
0.56  -2.47332e-06 0.000171116 0.00991507 8.38584e-06 0.0104587 -0.00104145
0.58  -1.88447e-06 0.000146504 0.00987471 7.4425e-06 0.0103391 -0.000886876
0.6  -1.0869e-06 0.000117639 0.00980763 6.46005e-06 0.0101784 -0.000702883
0.62  -2.73946e-06 0.000156064 0.00949183 7.05211e-06 0.00999175 -0.000967898
0.64  -2.13769e-06 0.000126421 0.00934539 5.85471e-06 0.00974815 -0.000774307
0.66  -1.77482e-06 0.00010021 0.00914114 4.65295e-06 0.00945702 -0.000598905
0.68  -1.34695e-06 6.76432e-05 0.00888223 3.07445e-06 0.00909245 -0.000390999
