0.3  -9.37675e-06 0.000459922 0.0128818 1.94056e-05 0.0143577 -0.00286425
0.32  -1.1317e-05 0.000423033 0.013206 1.52183e-05 0.0145613 -0.00262462
0.34  -1.11391e-05 0.000391044 0.0134945 1.34409e-05 0.0147455 -0.00241792
0.36  -1.40588e-05 0.000456843 0.0134717 1.44336e-05 0.0149414 -0.00286072
0.38  -1.37734e-05 0.000425525 0.0137257 1.27822e-05 0.015094 -0.00266196
0.4  -1.31427e-05 0.000388176 0.0139599 1.1134e-05 0.0152062 -0.00241997
0.42  -1.25089e-05 0.000350291 0.0141534 9.46869e-06 0.0152755 -0.00217249
0.44  -1.21333e-05 0.000316336 0.0143056 7.77354e-06 0.0153168 -0.00195231
0.46  -1.50746e-05 0.00038096 0.0141256 8.66004e-06 0.015352 -0.00238958
0.48  -1.46634e-05 0.000346511 0.0142322 6.95835e-06 0.0153465 -0.00216812
0.5  -1.40337e-05 0.000307841 0.0143107 5.23922e-06 0.0152983 -0.00191586
0.52  -1.35259e-05 0.00026896 0.0143463 3.39398e-06 0.0152062 -0.00166083
0.54  -1.33248e-05 0.000232745 0.0143413 1.39672e-06 0.0150826 -0.00142436
0.56  -6.43001e-06 0.000293875 0.0140033 1.19175e-05 0.014948 -0.00183714
0.58  -5.33473e-06 0.000257209 0.0139502 1.07838e-05 0.0147748 -0.00159825
0.6  -4.12062e-06 0.000218345 0.0138675 9.64975e-06 0.0145643 -0.00134271
0.62  -2.98496e-06 0.000180202 0.0137445 8.49766e-06 0.0143153 -0.00108921
0.64  -1.76781e-06 0.00014255 0.013586 7.42721e-06 0.0140335 -0.000843682
0.66  -3.75889e-06 0.000196451 0.013107 8.63009e-06 0.013734 -0.00120817
0.68  -2.65927e-06 0.000160439 0.0128862 7.55402e-06 0.0133947 -0.000971368
