0.3  -6.97317e-06 0.00036845 0.010746 1.60734e-05 0.0119288 -0.00229642
0.32  -8.88189e-06 0.00034078 0.0110161 1.24674e-05 0.0121089 -0.00211857
0.34  -1.13486e-05 0.000391862 0.0110299 1.30513e-05 0.0122919 -0.00246021
0.36  -1.13901e-05 0.000364532 0.011258 1.13257e-05 0.0124313 -0.00228577
0.38  -1.12874e-05 0.000335523 0.0114657 9.65564e-06 0.0125444 -0.00209825
0.4  -1.1004e-05 0.000306749 0.0116478 8.19344e-06 0.0126321 -0.0019102
0.42  -1.10028e-05 0.000278255 0.0118054 6.45356e-06 0.0126968 -0.00172598
0.44  -1.33748e-05 0.00032948 0.011689 7.123e-06 0.0127508 -0.00207142
0.46  -1.29429e-05 0.000299891 0.0117993 5.75075e-06 0.0127644 -0.00187949
0.48  -1.28496e-05 0.000269381 0.0118827 3.98566e-06 0.012748 -0.00168129
0.5  -1.26633e-05 0.000239142 0.011938 2.33231e-06 0.0127044 -0.00148449
0.52  -1.26909e-05 0.000208997 0.0119683 4.74719e-07 0.0126358 -0.00128769
0.54  -1.54159e-05 0.00025806 0.0117187 6.62534e-07 0.0125495 -0.00161856
0.56  -4.93863e-06 0.000227876 0.011698 9.31241e-06 0.0124296 -0.0014207
0.58  -3.97099e-06 0.000195809 0.0116499 8.33856e-06 0.0122763 -0.00121048
0.6  -3.02594e-06 0.000165007 0.0115718 7.41321e-06 0.0120972 -0.00100946
0.62  -1.80793e-06 0.000134124 0.0114675 6.75226e-06 0.0118919 -0.000808499
0.64  -3.76329e-06 0.000181187 0.0110841 7.62965e-06 0.0116635 -0.00111968
0.66  -2.44178e-06 0.000152435 0.0109108 7.20694e-06 0.011396 -0.000931753
0.68  -2.05275e-06 0.000130184 0.0106853 6.31019e-06 0.0110952 -0.000776026
