0.3  -0.000170295 0.00333749 0.0327135 1.68234e-05 0.0442166 -0.0242809
0.32  -0.000156672 0.00315394 0.0309183 2.01532e-05 0.0417889 -0.022946
0.34  -0.00014748 0.00297733 0.0292087 1.94224e-05 0.0394713 -0.0216643
0.36  -0.000138874 0.00280641 0.0275573 1.84242e-05 0.0372317 -0.0204244
0.38  -0.00013064 0.00264026 0.0259489 1.732e-05 0.0350514 -0.0192193
0.4  -0.000122666 0.00251542 0.0243748 1.86217e-05 0.0330351 -0.0182585
0.42  -0.000114915 0.00235665 0.0228318 1.74442e-05 0.0309458 -0.0171079
0.44  -0.000107326 0.00220049 0.0213168 1.62488e-05 0.0288937 -0.0159764
0.46  -9.98895e-05 0.00204711 0.0198272 1.50558e-05 0.0268765 -0.0148653
0.48  -9.26391e-05 0.00189625 0.0183631 1.38142e-05 0.0248937 -0.0137733
0.5  -8.54173e-05 0.00178428 0.016921 1.5062e-05 0.0230547 -0.0129098
0.52  -7.85874e-05 0.00163771 0.0155072 1.36263e-05 0.0211374 -0.0118513
0.54  -7.1737e-05 0.00149401 0.0141178 1.2356e-05 0.019255 -0.010816
0.56  -6.52958e-05 0.00134964 0.0127606 1.06619e-05 0.0174018 -0.00977245
0.58  -5.84952e-05 0.00120786 0.0114306 9.4289e-06 0.0155862 -0.00875453
0.6  -5.25229e-05 0.00109817 0.0101286 9.44239e-06 0.0138992 -0.00792576
0.62  -4.63778e-05 0.000956074 0.00886302 7.4818e-06 0.0121489 -0.00691433
0.64  -4.04966e-05 0.000815849 0.00763323 5.33544e-06 0.0104419 -0.00592083
0.66  -3.38557e-05 0.0006692 0.0064604 3.60767e-06 0.00876892 -0.00487751
0.68  -2.75735e-05 0.000519705 0.00536066 1.21197e-06 0.00716473 -0.00383756
