0.3  -0.000245312 0.0049602 0.0468933 3.29351e-05 0.0639838 -0.0360621
0.32  -0.000236338 0.0047185 0.0446442 2.82842e-05 0.0609043 -0.0343157
0.34  -0.000225746 0.00454031 0.0424432 2.93583e-05 0.0580719 -0.0329432
0.36  -0.000215584 0.00431135 0.0402667 2.65763e-05 0.0551103 -0.0312948
0.38  -0.000205256 0.00407991 0.038126 2.38175e-05 0.0521759 -0.0296288
0.4  -0.000194735 0.0038508 0.0360013 2.14251e-05 0.049264 -0.0279731
0.42  -0.00018473 0.00362705 0.0338882 1.88071e-05 0.0463826 -0.0263579
0.44  -0.000174788 0.00345979 0.0318028 1.98108e-05 0.0437047 -0.0250703
0.46  -0.000164512 0.0032382 0.0297394 1.75654e-05 0.0408811 -0.0234739
0.48  -0.000154732 0.0030172 0.027697 1.48756e-05 0.0380799 -0.0218789
0.5  -0.000145095 0.00280025 0.0256713 1.22799e-05 0.035309 -0.0203116
0.52  -0.000135769 0.0025876 0.0236713 9.61623e-06 0.0325785 -0.0187755
0.54  -0.000126625 0.0024252 0.02171 1.00633e-05 0.0300426 -0.0175283
0.56  -0.000106883 0.00221765 0.0197729 1.81087e-05 0.0273923 -0.016028
0.58  -9.71001e-05 0.00201243 0.017873 1.62997e-05 0.0247883 -0.0145488
0.6  -8.74001e-05 0.00181044 0.0160151 1.46121e-05 0.0222365 -0.0130894
0.62  -7.78822e-05 0.00161575 0.0141988 1.31701e-05 0.0197508 -0.0116802
0.64  -6.88792e-05 0.00147199 0.0124296 1.45267e-05 0.017471 -0.0105678
0.66  -5.96455e-05 0.00128903 0.0107011 1.35302e-05 0.015111 -0.00923236
0.68  -5.10718e-05 0.001116 0.0090027 1.24144e-05 0.0128157 -0.00797161
