# mu = 4.6
# R+R_tip fE fE_homo Volume Area mu_d mu_t mu_h
11.2857 -10311.1 -9849.56 9952.56 386.743 4.6 -200 0
12.2857 -11254 -10745 10857.3 459.598 4.6 -200 0
13.2857 -12196.9 -11640.4 11762.1 538.736 4.6 -200 0
14.2857 -13139.8 -12535.8 12666.9 624.158 4.6 -200 0
15.2857 -14082.7 -13431.2 13571.7 715.862 4.6 -200 0
16.2857 -15025.6 -14326.6 14476.4 813.85 4.6 -200 0
17.2857 -15968.6 -15222 15381.2 918.121 4.6 -200 0
