# mu = 4.3
# R+R_tip fE fE_homo Volume Area mu_d mu_t mu_h
10.5238 -9862.77 -9851.3 9952.56 386.743 4.3 -200 0
11.5238 -10753.2 -10746.9 10857.3 459.598 4.3 -200 0
12.7143 -11643.7 -11642.4 11762.1 538.736 4.3 -200 0
13.7143 -12534.2 -12538 12666.9 624.158 4.3 -200 0
14.7143 -13424.6 -13433.6 13571.7 715.862 4.3 -200 0
15.7143 -14315.1 -14329.2 14476.4 813.85 4.3 -200 0
16.7143 -15205.6 -15224.7 15381.2 918.121 4.3 -200 0
17.7143 -16096.1 -16120.3 16286 1028.67 4.3 -200 0
18.7143 -16986.5 -17015.9 17190.8 1145.51 4.3 -200 0
