9.12698 -7060.85 -7238.22 7238.22 261.7 4.66576 -200 0
12.127 -9417.38 -9650.97 9650.96 462.014 4.66576 -200 0
15.127 -11774.1 -12063.7 12063.7 718.876 4.66576 -200 0
18.127 -14131 -14476.4 14476.4 1032.29 4.66576 -200 0
21.127 -16488.1 -16889.2 16889.2 1402.25 4.66576 -200 0
24.127 -18845.4 -19301.9 19301.9 1828.76 4.66576 -200 0
27.127 -21202.9 -21714.7 21714.7 2311.81 4.66576 -200 0
30.127 -23560.8 -24127.4 24127.4 2851.42 4.66576 -200 0
33.127 -25919.7 -26540.2 26540.2 3447.57 4.66576 -200 0
36.127 -28280.2 -28952.9 28952.9 4100.27 4.66576 -200 0
39.127 -30638.7 -31365.6 31365.6 4809.53 4.66576 -200 0
42.127 -32997 -33778.4 33778.4 5575.33 4.66576 -200 0
45.127 -35355.1 -36191.1 36191.1 6397.67 4.66576 -200 0
48.127 -37713.1 -38603.9 38603.9 7276.57 4.66576 -200 0
51.127 -40071.1 -41016.6 41016.6 8212.02 4.66576 -200 0
54.127 -42429.1 -43429.3 43429.3 9204.01 4.66576 -200 0
57.127 -44787.1 -45842.1 45842.1 10252.6 4.66576 -200 0
60.127 -47145.1 -48254.8 48254.8 11357.6 4.66576 -200 0
63.127 -49503.1 -50667.6 50667.6 12519.3 4.66576 -200 0
66.127 -51861.1 -53080.3 53080.3 13737.5 4.66576 -200 0
69.127 -54219.1 -55493.1 55493 15012.2 4.66576 -200 0
72.127 -56577.1 -57905.8 57905.8 16343.5 4.66576 -200 0
75.127 -58935 -60318.5 60318.5 17731.3 4.66576 -200 0
78.127 -61293 -62731.3 62731.3 19175.7 4.66576 -200 0
81.127 -63650.9 -65144 65144 20676.6 4.66576 -200 0
84.127 -66008.8 -67556.8 67556.8 22234.1 4.66576 -200 0
87.127 -68366.7 -69969.5 69969.5 23848.2 4.66576 -200 0
90.127 -70724.7 -72382.2 72382.2 25518.7 4.66576 -200 0
93.127 -73082.6 -74795 74795 27245.9 4.66576 -200 0
96.127 -75440.5 -77207.7 77207.7 29029.5 4.66576 -200 0
99.127 -77798.4 -79620.5 79620.5 30869.8 4.66576 -200 0
